ncbi_id,status,comment,checked_utc
WP_011878694.1,live,,2026-08-31T19:45:50+00:00
WP_011878700.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_011878737.1,live,,2026-08-31T19:45:50+00:00
WP_011878742.1,live,,2026-08-31T19:45:50+00:00
WP_011981700.1,live,,2026-08-31T19:45:50+00:00
WP_011981712.1,live,,2026-08-31T19:45:50+00:00
WP_011981722.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_011981746.1,live,,2026-08-31T19:45:50+00:00
WP_011981962.1,live,,2026-08-31T19:45:50+00:00
WP_012002117.1,live,,2026-08-31T19:45:50+00:00
WP_012002772.1,live,,2026-08-31T19:45:50+00:00
WP_012003847.1,live,,2026-08-31T19:45:50+00:00
WP_012003927.1,live,,2026-08-31T19:45:50+00:00
WP_012003931.1,live,,2026-08-31T19:45:50+00:00
WP_012295965.1,live,,2026-08-31T19:45:50+00:00
WP_012302824.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_012302904.1,live,,2026-08-31T19:45:50+00:00
WP_012302905.1,live,,2026-08-31T19:45:50+00:00
WP_012370747.1,live,,2026-08-31T19:45:50+00:00
WP_012370763.1,live,,2026-08-31T19:45:50+00:00
WP_012373246.1,live,,2026-08-31T19:45:50+00:00
WP_012373268.1,live,,2026-08-31T19:45:50+00:00
WP_012373875.1,live,,2026-08-31T19:45:50+00:00
WP_012387956.1,live,,2026-08-31T19:45:50+00:00
WP_012388318.1,live,,2026-08-31T19:45:50+00:00
WP_012388423.1,live,,2026-08-31T19:45:50+00:00
WP_012388458.1,live,,2026-08-31T19:45:50+00:00
WP_012388639.1,live,,2026-08-31T19:45:50+00:00
WP_012390386.1,live,,2026-08-31T19:45:50+00:00
WP_012446525.1,live,,2026-08-31T19:45:50+00:00
WP_012447355.1,live,,2026-08-31T19:45:50+00:00
WP_012447863.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_012448203.1,live,,2026-08-31T19:45:50+00:00
WP_012448536.1,live,,2026-08-31T19:45:50+00:00
WP_012448776.1,live,,2026-08-31T19:45:50+00:00
WP_012476230.1,live,,2026-08-31T19:45:50+00:00
WP_012476522.1,live,,2026-08-31T19:45:50+00:00
WP_012486997.1,live,,2026-08-31T19:45:50+00:00
WP_012543590.1,live,,2026-08-31T19:45:50+00:00
WP_012543741.1,live,,2026-08-31T19:45:50+00:00
WP_012544014.1,live,,2026-08-31T19:45:50+00:00
WP_012544650.1,live,,2026-08-31T19:45:50+00:00
WP_012544664.1,live,,2026-08-31T19:45:50+00:00
WP_012544868.1,live,,2026-08-31T19:45:50+00:00
WP_012636485.1,live,,2026-08-31T19:45:50+00:00
WP_012663456.1,live,,2026-08-31T19:45:50+00:00
WP_012663608.1,live,,2026-08-31T19:45:50+00:00
WP_012663715.1,live,,2026-08-31T19:45:50+00:00
WP_012663733.1,live,,2026-08-31T19:45:50+00:00
WP_012675436.1,live,,2026-08-31T19:45:50+00:00
WP_012675458.1,live,,2026-08-31T19:45:50+00:00
WP_012675615.1,live,,2026-08-31T19:45:50+00:00
WP_012676214.1,live,,2026-08-31T19:45:50+00:00
WP_012676730.1,live,,2026-08-31T19:45:50+00:00
WP_012676864.1,live,,2026-08-31T19:45:50+00:00
WP_012681815.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_012681816.1,live,,2026-08-31T19:45:50+00:00
WP_012681845.1,live,,2026-08-31T19:45:50+00:00
WP_012683580.1,live,,2026-08-31T19:45:50+00:00
WP_012805690.1,live,,2026-08-31T19:45:50+00:00
WP_012823258.1,live,,2026-08-31T19:45:50+00:00
WP_012823322.1,live,,2026-08-31T19:45:50+00:00
WP_012823329.1,live,,2026-08-31T19:45:50+00:00
WP_012823511.1,live,,2026-08-31T19:45:50+00:00
WP_012823514.1,live,,2026-08-31T19:45:50+00:00
WP_012823515.1,live,,2026-08-31T19:45:50+00:00
WP_012823596.1,live,,2026-08-31T19:45:50+00:00
WP_012823610.1,live,,2026-08-31T19:45:50+00:00
WP_012824406.1,live,,2026-08-31T19:45:50+00:00
WP_012824631.1,live,,2026-08-31T19:45:50+00:00
WP_012824712.1,live,,2026-08-31T19:45:50+00:00
WP_012910548.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_012911025.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_012911344.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_012911376.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_012911614.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_012911875.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_012912569.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_012912866.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_012912923.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_012913240.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_012913247.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_012931512.1,live,,2026-08-31T19:45:50+00:00
WP_012931516.1,live,,2026-08-31T19:45:50+00:00
WP_012931554.1,live,,2026-08-31T19:45:50+00:00
WP_012931561.1,live,,2026-08-31T19:45:50+00:00
WP_012931849.1,live,,2026-08-31T19:45:50+00:00
WP_012936050.1,live,,2026-08-31T19:45:50+00:00
WP_012936691.1,live,,2026-08-31T19:45:50+00:00
WP_012937353.1,live,,2026-08-31T19:45:50+00:00
WP_012958259.1,live,,2026-08-31T19:45:50+00:00
WP_012959378.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_012959383.1,live,,2026-08-31T19:45:50+00:00
WP_012959719.1,live,,2026-08-31T19:45:50+00:00
WP_012961029.1,live,,2026-08-31T19:45:50+00:00
WP_012969688.1,live,,2026-08-31T19:45:50+00:00
WP_012969883.1,live,,2026-08-31T19:45:50+00:00
WP_012970317.1,live,,2026-08-31T19:45:50+00:00
WP_012970776.1,live,,2026-08-31T19:45:50+00:00
WP_012971686.1,live,,2026-08-31T19:45:50+00:00
WP_012972082.1,live,,2026-08-31T19:45:50+00:00
WP_012991128.1,live,,2026-08-31T19:45:50+00:00
WP_012991129.1,live,,2026-08-31T19:45:50+00:00
WP_012991361.1,live,,2026-08-31T19:45:50+00:00
WP_012991541.1,live,,2026-08-31T19:45:50+00:00
WP_012992210.1,live,,2026-08-31T19:45:50+00:00
WP_012992392.1,live,,2026-08-31T19:45:50+00:00
WP_012992473.1,live,,2026-08-31T19:45:50+00:00
WP_013045696.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_013045700.1,live,,2026-08-31T19:45:50+00:00
WP_013045702.1,live,,2026-08-31T19:45:50+00:00
WP_013045707.1,live,,2026-08-31T19:45:50+00:00
WP_013045720.1,live,,2026-08-31T19:45:50+00:00
WP_013045727.1,live,,2026-08-31T19:45:50+00:00
WP_013045734.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_013045735.1,live,,2026-08-31T19:45:50+00:00
WP_013045739.1,live,,2026-08-31T19:45:50+00:00
WP_013062776.1,live,,2026-08-31T19:45:50+00:00
WP_013112656.1,live,,2026-08-31T19:45:50+00:00
WP_013112698.1,live,,2026-08-31T19:45:50+00:00
WP_013112767.1,live,,2026-08-31T19:45:50+00:00
WP_013113563.1,live,,2026-08-31T19:45:50+00:00
WP_013113641.1,live,,2026-08-31T19:45:50+00:00
WP_013113642.1,live,,2026-08-31T19:45:50+00:00
WP_013113731.1,live,,2026-08-31T19:45:50+00:00
WP_013114520.1,live,,2026-08-31T19:45:50+00:00
WP_013114907.1,live,,2026-08-31T19:45:50+00:00
WP_013119937.1,live,,2026-08-31T19:45:50+00:00
WP_013215754.1,live,,2026-08-31T19:45:50+00:00
WP_013216086.1,live,,2026-08-31T19:45:50+00:00
WP_013217012.1,live,,2026-08-31T19:45:50+00:00
WP_013217027.1,live,,2026-08-31T19:45:50+00:00
WP_013217039.1,live,,2026-08-31T19:45:50+00:00
WP_013217052.1,live,,2026-08-31T19:45:50+00:00
WP_013256959.1,live,,2026-08-31T19:45:50+00:00
WP_013257204.1,live,,2026-08-31T19:45:50+00:00
WP_013257339.1,live,,2026-08-31T19:45:50+00:00
WP_013257730.1,live,,2026-08-31T19:45:50+00:00
WP_013257732.1,live,,2026-08-31T19:45:50+00:00
WP_013257925.1,live,,2026-08-31T19:45:50+00:00
WP_013258034.1,live,,2026-08-31T19:45:50+00:00
WP_013258239.1,live,,2026-08-31T19:45:50+00:00
WP_013258786.1,live,,2026-08-31T19:45:50+00:00
WP_013258820.1,live,,2026-08-31T19:45:50+00:00
WP_013259128.1,live,,2026-08-31T19:45:50+00:00
WP_013259129.1,live,,2026-08-31T19:45:50+00:00
WP_013259142.1,live,,2026-08-31T19:45:50+00:00
WP_013259151.1,live,,2026-08-31T19:45:50+00:00
WP_013259833.1,live,,2026-08-31T19:45:50+00:00
WP_013292599.1,live,,2026-08-31T19:45:50+00:00
WP_013293001.1,live,,2026-08-31T19:45:50+00:00
WP_013293043.1,live,,2026-08-31T19:45:50+00:00
WP_013293044.1,live,,2026-08-31T19:45:50+00:00
WP_013450166.1,live,,2026-08-31T19:45:50+00:00
WP_013450912.1,live,,2026-08-31T19:45:50+00:00
WP_013451315.1,live,,2026-08-31T19:45:50+00:00
WP_013451364.1,live,,2026-08-31T19:45:50+00:00
WP_013451660.1,live,,2026-08-31T19:45:50+00:00
WP_013451749.1,live,,2026-08-31T19:45:50+00:00
WP_013451897.1,live,,2026-08-31T19:45:50+00:00
WP_013494840.1,live,,2026-08-31T19:45:50+00:00
WP_013494994.1,live,,2026-08-31T19:45:50+00:00
WP_013495399.1,live,,2026-08-31T19:45:50+00:00
WP_013495407.1,live,,2026-08-31T19:45:50+00:00
WP_013496492.1,live,,2026-08-31T19:45:50+00:00
WP_013505362.1,live,,2026-08-31T19:45:50+00:00
WP_013505620.1,live,,2026-08-31T19:45:50+00:00
WP_013505993.1,live,,2026-08-31T19:45:50+00:00
WP_013506973.1,live,,2026-08-31T19:45:50+00:00
WP_013507011.1,live,,2026-08-31T19:45:50+00:00
WP_013626566.1,live,,2026-08-31T19:45:50+00:00
WP_013626732.1,live,,2026-08-31T19:45:50+00:00
WP_013626806.1,live,,2026-08-31T19:45:50+00:00
WP_013626986.1,live,,2026-08-31T19:45:50+00:00
WP_013627302.1,live,,2026-08-31T19:45:50+00:00
WP_013627380.1,live,,2026-08-31T19:45:50+00:00
WP_013627448.1,live,,2026-08-31T19:45:50+00:00
WP_013627450.1,live,,2026-08-31T19:45:50+00:00
WP_013627539.1,live,,2026-08-31T19:45:50+00:00
WP_013627670.1,live,,2026-08-31T19:45:50+00:00
WP_013627724.1,live,,2026-08-31T19:45:50+00:00
WP_013627871.1,live,,2026-08-31T19:45:50+00:00
WP_013628684.1,live,,2026-08-31T19:45:50+00:00
WP_013628778.1,live,,2026-08-31T19:45:50+00:00
WP_013628787.1,live,,2026-08-31T19:45:50+00:00
WP_013629082.1,live,,2026-08-31T19:45:50+00:00
WP_013629908.1,live,,2026-08-31T19:45:50+00:00
WP_013629990.1,live,,2026-08-31T19:45:50+00:00
WP_013630858.1,live,,2026-08-31T19:45:50+00:00
WP_013638037.1,live,,2026-08-31T19:45:50+00:00
WP_013638182.1,live,,2026-08-31T19:45:50+00:00
WP_013638535.1,live,,2026-08-31T19:45:50+00:00
WP_013638616.1,live,,2026-08-31T19:45:50+00:00
WP_013638617.1,live,,2026-08-31T19:45:50+00:00
WP_013638832.1,live,,2026-08-31T19:45:50+00:00
WP_013638883.1,live,,2026-08-31T19:45:50+00:00
WP_013681334.1,live,,2026-08-31T19:45:50+00:00
WP_013681636.1,live,,2026-08-31T19:45:50+00:00
WP_013681882.1,live,,2026-08-31T19:45:50+00:00
WP_013681959.1,live,,2026-08-31T19:45:50+00:00
WP_013682200.1,live,,2026-08-31T19:45:50+00:00
WP_013682483.1,live,,2026-08-31T19:45:50+00:00
WP_013682484.1,live,,2026-08-31T19:45:50+00:00
WP_013740719.1,live,,2026-08-31T19:45:50+00:00
WP_013740936.1,live,,2026-08-31T19:45:50+00:00
WP_013755391.1,live,,2026-08-31T19:45:50+00:00
WP_013755396.1,live,,2026-08-31T19:45:50+00:00
WP_013755413.1,live,,2026-08-31T19:45:50+00:00
WP_013755438.1,live,,2026-08-31T19:45:50+00:00
WP_013755551.1,live,,2026-08-31T19:45:50+00:00
WP_013757028.1,live,,2026-08-31T19:45:50+00:00
WP_013780017.1,live,,2026-08-31T19:45:50+00:00
WP_013780483.1,live,,2026-08-31T19:45:50+00:00
WP_013780486.1,live,,2026-08-31T19:45:50+00:00
WP_013882500.1,live,,2026-08-31T19:45:50+00:00
WP_013882509.1,live,,2026-08-31T19:45:50+00:00
WP_013884118.1,live,,2026-08-31T19:45:50+00:00
WP_013950673.1,live,,2026-08-31T19:45:50+00:00
WP_013951503.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_013951543.1,live,,2026-08-31T19:45:50+00:00
WP_013951593.1,live,,2026-08-31T19:45:50+00:00
WP_013951596.1,live,,2026-08-31T19:45:50+00:00
WP_014092128.1,live,,2026-08-31T19:45:50+00:00
WP_014092148.1,live,,2026-08-31T19:45:50+00:00
WP_014092153.1,live,,2026-08-31T19:45:50+00:00
WP_014295542.1,live,,2026-08-31T19:45:50+00:00
WP_014295617.1,live,,2026-08-31T19:45:50+00:00
WP_014295667.1,live,,2026-08-31T19:45:50+00:00
WP_014296304.1,live,,2026-08-31T19:45:50+00:00
WP_014296476.1,live,,2026-08-31T19:45:50+00:00
WP_014296983.1,live,,2026-08-31T19:45:50+00:00
WP_014297065.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_014448478.1,live,,2026-08-31T19:45:50+00:00
WP_014448489.1,live,,2026-08-31T19:45:50+00:00
WP_014448490.1,live,,2026-08-31T19:45:50+00:00
WP_014450246.1,live,,2026-08-31T19:45:50+00:00
WP_014450247.1,live,,2026-08-31T19:45:50+00:00
WP_014450254.1,live,,2026-08-31T19:45:50+00:00
WP_014454269.1,live,,2026-08-31T19:45:50+00:00
WP_014454325.1,live,,2026-08-31T19:45:50+00:00
WP_014454533.1,live,,2026-08-31T19:45:50+00:00
WP_014454884.1,live,,2026-08-31T19:45:50+00:00
WP_014454899.1,live,,2026-08-31T19:45:50+00:00
WP_014455935.1,live,,2026-08-31T19:45:50+00:00
WP_014455983.1,live,,2026-08-31T19:45:50+00:00
WP_014456109.1,live,,2026-08-31T19:45:50+00:00
WP_014456228.1,live,,2026-08-31T19:45:50+00:00
WP_014456724.1,live,,2026-08-31T19:45:50+00:00
WP_014456785.1,live,,2026-08-31T19:45:50+00:00
WP_014492546.1,live,,2026-08-31T19:45:50+00:00
WP_014492657.1,live,,2026-08-31T19:45:50+00:00
WP_014492664.1,live,,2026-08-31T19:45:50+00:00
WP_014492672.1,live,,2026-08-31T19:45:50+00:00
WP_014492676.1,live,,2026-08-31T19:45:50+00:00
WP_014493993.1,live,,2026-08-31T19:45:50+00:00
WP_014494023.1,live,,2026-08-31T19:45:50+00:00
WP_014494527.1,live,,2026-08-31T19:45:50+00:00
WP_014495487.1,live,,2026-08-31T19:45:50+00:00
WP_014497939.1,live,,2026-08-31T19:45:50+00:00
WP_014497940.1,live,,2026-08-31T19:45:50+00:00
WP_014499237.1,live,,2026-08-31T19:45:50+00:00
WP_014499239.1,live,,2026-08-31T19:45:50+00:00
WP_014499242.1,live,,2026-08-31T19:45:50+00:00
WP_014499489.1,live,,2026-08-31T19:45:50+00:00
WP_014499548.1,live,,2026-08-31T19:45:50+00:00
WP_014552721.1,live,,2026-08-31T19:45:50+00:00
WP_014552745.1,live,,2026-08-31T19:45:50+00:00
WP_014552751.1,live,,2026-08-31T19:45:50+00:00
WP_014553437.1,live,,2026-08-31T19:45:50+00:00
WP_014553438.1,live,,2026-08-31T19:45:50+00:00
WP_014553996.1,live,,2026-08-31T19:45:50+00:00
WP_014553997.1,live,,2026-08-31T19:45:50+00:00
WP_014553998.1,live,,2026-08-31T19:45:50+00:00
WP_014561356.1,live,,2026-08-31T19:45:50+00:00
WP_014561370.1,live,,2026-08-31T19:45:50+00:00
WP_014561383.1,live,,2026-08-31T19:45:50+00:00
WP_014561385.1,live,,2026-08-31T19:45:50+00:00
WP_014561404.1,live,,2026-08-31T19:45:50+00:00
WP_014561408.1,live,,2026-08-31T19:45:50+00:00
WP_014702855.1,live,,2026-08-31T19:45:50+00:00
WP_014703403.1,live,,2026-08-31T19:45:50+00:00
WP_014703474.1,live,,2026-08-31T19:45:50+00:00
WP_014703834.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_014703843.1,live,,2026-08-31T19:45:50+00:00
WP_014703846.1,live,,2026-08-31T19:45:50+00:00
WP_015447790.1,live,,2026-08-31T19:45:50+00:00
WP_015447841.1,live,,2026-08-31T19:45:50+00:00
WP_015448490.1,live,,2026-08-31T19:45:50+00:00
WP_015448503.1,live,,2026-08-31T19:45:50+00:00
WP_015448506.1,live,,2026-08-31T19:45:50+00:00
WP_015466939.1,live,,2026-08-31T19:45:50+00:00
WP_015467048.1,live,,2026-08-31T19:45:50+00:00
WP_015467053.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_015467958.1,live,,2026-08-31T19:45:50+00:00
WP_015467961.1,live,,2026-08-31T19:45:50+00:00
WP_015467984.1,live,,2026-08-31T19:45:50+00:00
WP_015468090.1,live,,2026-08-31T19:45:50+00:00
WP_015468595.1,live,,2026-08-31T19:45:50+00:00
WP_015772874.1,live,,2026-08-31T19:45:50+00:00
WP_015772915.1,live,,2026-08-31T19:45:50+00:00
WP_015773063.1,live,,2026-08-31T19:45:50+00:00
WP_015773331.1,live,,2026-08-31T19:45:50+00:00
WP_015773447.1,live,,2026-08-31T19:45:50+00:00
WP_015773573.1,live,,2026-08-31T19:45:50+00:00
WP_015774407.1,live,,2026-08-31T19:45:50+00:00
WP_015774541.1,live,,2026-08-31T19:45:50+00:00
WP_015775390.1,live,,2026-08-31T19:45:50+00:00
WP_015775461.1,live,,2026-08-31T19:45:50+00:00
WP_015775512.1,live,,2026-08-31T19:45:50+00:00
WP_015775558.1,live,,2026-08-31T19:45:50+00:00
WP_015775560.1,live,,2026-08-31T19:45:50+00:00
WP_015775623.1,live,,2026-08-31T19:45:50+00:00
WP_015898858.1,live,,2026-08-31T19:45:50+00:00
WP_015902079.1,live,,2026-08-31T19:45:50+00:00
WP_015907099.1,live,,2026-08-31T19:45:50+00:00
WP_015907495.1,live,,2026-08-31T19:45:50+00:00
WP_015907496.1,live,,2026-08-31T19:45:50+00:00
WP_015907645.1,live,,2026-08-31T19:45:50+00:00
WP_015908059.1,live,,2026-08-31T19:45:50+00:00
WP_015908078.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_015923708.1,live,,2026-08-31T19:45:50+00:00
WP_015923709.1,live,,2026-08-31T19:45:50+00:00
WP_016209413.1,live,,2026-08-31T19:45:50+00:00
WP_016210772.1,live,,2026-08-31T19:45:50+00:00
WP_016210868.1,live,,2026-08-31T19:45:50+00:00
WP_016482143.1,live,,2026-08-31T19:45:50+00:00
WP_016482513.1,live,,2026-08-31T19:45:50+00:00
WP_016482591.1,live,,2026-08-31T19:45:50+00:00
WP_016483466.1,live,,2026-08-31T19:45:50+00:00
WP_016483467.1,live,,2026-08-31T19:45:50+00:00
WP_016483750.1,live,,2026-08-31T19:45:50+00:00
WP_016524915.1,live,,2026-08-31T19:45:50+00:00
WP_016525103.1,live,,2026-08-31T19:45:50+00:00
WP_016525245.1,live,,2026-08-31T19:45:50+00:00
WP_016525256.1,live,,2026-08-31T19:45:50+00:00
WP_016526113.1,live,,2026-08-31T19:45:50+00:00
WP_016526159.1,live,,2026-08-31T19:45:50+00:00
WP_018095068.1,live,,2026-08-31T19:45:50+00:00
WP_018095104.1,live,,2026-08-31T19:45:50+00:00
WP_018097840.1,live,,2026-08-31T19:45:50+00:00
WP_018098243.1,live,,2026-08-31T19:45:50+00:00
WP_018507463.1,live,,2026-08-31T19:45:50+00:00
WP_018507607.1,live,,2026-08-31T19:45:50+00:00
WP_018508352.1,live,,2026-08-31T19:45:50+00:00
WP_018509509.1,live,,2026-08-31T19:45:50+00:00
WP_018863097.1,live,,2026-08-31T19:45:50+00:00
WP_018864342.1,live,,2026-08-31T19:45:50+00:00
WP_018864343.1,live,,2026-08-31T19:45:50+00:00
WP_018864356.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_018864765.1,live,,2026-08-31T19:45:50+00:00
WP_018865275.1,live,,2026-08-31T19:45:50+00:00
WP_018985019.1,live,,2026-08-31T19:45:50+00:00
WP_018985020.1,live,,2026-08-31T19:45:50+00:00
WP_018985030.1,live,,2026-08-31T19:45:50+00:00
WP_018985213.1,live,,2026-08-31T19:45:50+00:00
WP_018985215.1,live,,2026-08-31T19:45:50+00:00
WP_018985742.1,live,,2026-08-31T19:45:50+00:00
WP_019101794.1,live,,2026-08-31T19:45:50+00:00
WP_019103813.1,live,,2026-08-31T19:45:50+00:00
WP_019104573.1,live,,2026-08-31T19:45:50+00:00
WP_019371912.1,live,,2026-08-31T19:45:50+00:00
WP_019623436.1,live,,2026-08-31T19:45:50+00:00
WP_019623462.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_019623469.1,live,,2026-08-31T19:45:50+00:00
WP_019624274.1,live,,2026-08-31T19:45:50+00:00
WP_019624330.1,live,,2026-08-31T19:45:50+00:00
WP_019624357.1,live,,2026-08-31T19:45:50+00:00
WP_019652978.1,live,,2026-08-31T19:45:50+00:00
WP_019655993.1,live,,2026-08-31T19:45:50+00:00
WP_019657903.1,live,,2026-08-31T19:45:50+00:00
WP_019878651.1,live,,2026-08-31T19:45:50+00:00
WP_019879335.1,live,,2026-08-31T19:45:50+00:00
WP_019880538.1,live,,2026-08-31T19:45:50+00:00
WP_020591863.1,live,,2026-08-31T19:45:50+00:00
WP_020592002.1,live,,2026-08-31T19:45:50+00:00
WP_020592157.1,live,,2026-08-31T19:45:50+00:00
WP_020592172.1,live,,2026-08-31T19:45:50+00:00
WP_020592197.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_020592215.1,live,,2026-08-31T19:45:50+00:00
WP_020593312.1,live,,2026-08-31T19:45:50+00:00
WP_020593548.1,live,,2026-08-31T19:45:50+00:00
WP_020593644.1,live,,2026-08-31T19:45:50+00:00
WP_020593870.1,live,,2026-08-31T19:45:50+00:00
WP_020594181.1,live,,2026-08-31T19:45:50+00:00
WP_020594182.1,live,,2026-08-31T19:45:50+00:00
WP_020594210.1,live,,2026-08-31T19:45:50+00:00
WP_020594211.1,live,,2026-08-31T19:45:50+00:00
WP_020594452.1,live,,2026-08-31T19:45:50+00:00
WP_020811270.1,live,,2026-08-31T19:45:50+00:00
WP_021232326.1,live,,2026-08-31T19:45:50+00:00
WP_021233021.1,live,,2026-08-31T19:45:50+00:00
WP_021233029.1,live,,2026-08-31T19:45:50+00:00
WP_021233038.1,live,,2026-08-31T19:45:50+00:00
WP_021233065.1,live,,2026-08-31T19:45:50+00:00
WP_021233248.1,live,,2026-08-31T19:45:50+00:00
WP_021233260.1,live,,2026-08-31T19:45:50+00:00
WP_022543713.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_022635737.1,live,,2026-08-31T19:45:50+00:00
WP_022635745.1,live,,2026-08-31T19:45:50+00:00
WP_022636409.1,live,,2026-08-31T19:45:50+00:00
WP_022636452.1,live,,2026-08-31T19:45:50+00:00
WP_022636663.1,live,,2026-08-31T19:45:50+00:00
WP_022637142.1,live,,2026-08-31T19:45:50+00:00
WP_022853531.1,live,,2026-08-31T19:45:50+00:00
WP_022853930.1,live,,2026-08-31T19:45:50+00:00
WP_022853945.1,live,,2026-08-31T19:45:50+00:00
WP_022853969.1,live,,2026-08-31T19:45:50+00:00
WP_022854046.1,live,,2026-08-31T19:45:50+00:00
WP_022854220.1,live,,2026-08-31T19:45:50+00:00
WP_022854467.1,live,,2026-08-31T19:45:50+00:00
WP_023088396.1,live,,2026-08-31T19:45:50+00:00
WP_023266137.1,live,,2026-08-31T19:45:50+00:00
WP_023267125.1,live,,2026-08-31T19:45:50+00:00
WP_023267152.1,live,,2026-08-31T19:45:50+00:00
WP_023267153.1,live,,2026-08-31T19:45:50+00:00
WP_023267154.1,live,,2026-08-31T19:45:50+00:00
WP_024078353.1,live,,2026-08-31T19:45:50+00:00
WP_024079409.1,live,,2026-08-31T19:45:50+00:00
WP_024080340.1,live,,2026-08-31T19:45:50+00:00
WP_024081142.1,live,,2026-08-31T19:45:50+00:00
WP_024081255.1,live,,2026-08-31T19:45:50+00:00
WP_025345373.1,live,,2026-08-31T19:45:50+00:00
WP_026240816.1,live,,2026-08-31T19:45:50+00:00
WP_026240817.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_026240828.1,live,,2026-08-31T19:45:50+00:00
WP_026240990.1,live,,2026-08-31T19:45:50+00:00
WP_026261432.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_026340408.1,live,,2026-08-31T19:45:50+00:00
WP_026346628.1,live,,2026-08-31T19:45:50+00:00
WP_026353192.1,live,,2026-08-31T19:45:50+00:00
WP_026893613.1,live,,2026-08-31T19:45:50+00:00
WP_026893850.1,live,,2026-08-31T19:45:50+00:00
WP_026893866.1,live,,2026-08-31T19:45:50+00:00
WP_026893867.1,live,,2026-08-31T19:45:50+00:00
WP_026939289.1,live,,2026-08-31T19:45:50+00:00
WP_027352939.1,live,,2026-08-31T19:45:50+00:00
WP_027353379.1,live,,2026-08-31T19:45:50+00:00
WP_027353859.1,live,,2026-08-31T19:45:50+00:00
WP_027353866.1,live,,2026-08-31T19:45:50+00:00
WP_027354340.1,live,,2026-08-31T19:45:50+00:00
WP_027399717.1,live,,2026-08-31T19:45:50+00:00
WP_027400153.1,live,,2026-08-31T19:45:50+00:00
WP_027400164.1,live,,2026-08-31T19:45:50+00:00
WP_027400165.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_027490656.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_027534981.1,live,,2026-08-31T19:45:50+00:00
WP_027627399.1,live,,2026-08-31T19:45:50+00:00
WP_027627914.1,live,,2026-08-31T19:45:50+00:00
WP_028006898.1,live,,2026-08-31T19:45:50+00:00
WP_028006899.1,live,,2026-08-31T19:45:50+00:00
WP_028006908.1,live,,2026-08-31T19:45:50+00:00
WP_028006977.1,live,,2026-08-31T19:45:50+00:00
WP_028007564.1,live,,2026-08-31T19:45:50+00:00
WP_028154094.1,live,,2026-08-31T19:45:50+00:00
